Listing ID,Make,Model,Serial No.,Cylinders,V / Inline,Power,RPM,Price,,Condition,Application,Cooling,Lead Time,Country,State,Contact,Phone 1,Phone 2,Cell Phone,Fax,Email,Website,Address,Last Used In?,Weight (kg),Dimensions
93549,Isuzu,6HK1X,6HK1-823166,6,Inline,0 Kw / 0 HP,@ 0 RPM,6000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ISUZU,,
93553,Caterpillar,3406B,4MG24779,6,Inline,0 Kw / 0 HP,@ 0 RPM,5000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
93558,Isuzu,4HE1XS,617442,4,Inline,0 Kw / 0 HP,@ 0 RPM,5000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,NPR,,
93568,Mercedes,OM906LA (EGR-MODEL),906484914,6,Inline,0 Kw / 0 HP,@ 0 RPM,8000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
93570,Cummins,ISX-475,79077118,6,Inline,0 Kw / 0 HP,@ 0 RPM,12000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
93308,Caterpillar,C15 (TWIN TURBO),MXS00375,6,Inline,0 Kw / 0 HP,@ 0 RPM,8500,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
93329,Kubota,Z430,*,2,Inline,8 Kw / 12 HP,@ 3600 RPM,$895.00,,Runner ,Industrial,Water,In Stock,United States,TN,Chris Viola,9313973969,,931-397-3969,,cviola2005@yahoo.com,,Clarkrange. 38553,,,
93330,Kubota,Z482,*,2,Inline,9 Kw / 13 HP,@ 3600 RPM,$895.00,,Runner ,Industrial,Water,In Stock,United States,TN,Chris Viola,9313973969,,931-397-3969,,cviola2005@yahoo.com,,Clarkrange. 38553,,,
93348,Caterpillar,3126,CKM15993,6,Inline,0 Kw / 0 HP,@ 0 RPM,3650,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
93350,Caterpillar,3126,CKM14364,6,Inline,0 Kw / 0 HP,@ 0 RPM,3650,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
93356,Caterpillar,3126,8YL45629,6,Inline,0 Kw / 0 HP,@ 0 RPM,3650,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
93358,Detroit,DD15,472903S0050605,6,Inline,0 Kw / 0 HP,@ 0 RPM,16000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,CASCADIA,,
94362,Mitsubishi,4M50-6AT8,4M50-D04506,4,Inline,0 Kw / 0 HP,@ 0 RPM,6500,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94377,Isuzu,4HE1XS,633339,4,Inline,0 Kw / 0 HP,@ 0 RPM,5000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94379,Caterpillar,C7 Acert,KAL43495,6,Inline,0 Kw / 0 HP,@ 0 RPM,7000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94435,Cummins,QSB 6.7L,46876137,6,Inline,0 Kw / 0 HP,@ 0 RPM,$8700.00,,New Engine ,Industrial,Water,In Stock,United States,WA,Jerry Jurgensen,509-999-2649,,,509-921-7676,jtjurgensen@comcast.net,WWW.AMERICANHEAVYPARTS.COM,15802 E. 16th Ave.. Spokane Valley,275 HP @ 2500 rpm,,
94437,Cummins,6BT,,6,Inline,0 Kw / 0 HP,@ 0 RPM,,,New Engine ,Industrial,Water,In Stock,United States,WA,Jerry Jurgensen,509-999-2649,,,509-921-7676,jtjurgensen@comcast.net,WWW.AMERICANHEAVYPARTS.COM,15802 E. 16th Ave.. Spokane Valley,210 HORSEPOWER,,7950
94352,Cummins,ISM-370 w/ JAKE (NON EGR),34989425,6,Inline,0 Kw / 0 HP,@ 0 RPM,5750,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94357,Cummins,ISC-230,45731185,6,Inline,0 Kw / 0 HP,@ 0 RPM,4750,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94213,Cummins,ISX-435ST (EGR DPF) 2732,79352579,6,Inline,0 Kw / 0 HP,@ 0 RPM,13000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94215,Mack,E7-427 (ETEC),0Y0531,6,Inline,0 Kw / 0 HP,@ 0 RPM,6000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94217,Cummins,ISX-435 (EGR-MODEL),79082500,6,Inline,0 Kw / 0 HP,@ 0 RPM,8500,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94219,Cummins,ISM-330ESP,34937917,6,Inline,0 Kw / 0 HP,@ 0 RPM,4750,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94223,Caterpillar,C7 Acert,SAP13474,6,Inline,0 Kw / 0 HP,@ 0 RPM,7000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94229,Caterpillar,C12 (2KS),2KS83346,6,Inline,0 Kw / 0 HP,@ 0 RPM,7000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94306,Cummins,ISX12 CNG,75021433,6,Inline,0 Kw / 0 HP,@ 0 RPM,20000,,New Engine ,Industrial,Water,In Stock,United States,MI,Derek Van Dam,616-325-2019,,616-481-0422,,dvandam@frontiersurplus.com,www.frontiersurplus.com,2522 Burlingame Ave. Wyoming,,,
94312,Caterpillar,3054E,30400451,4,Inline,0 Kw / 0 HP,@ 0 RPM,,,Runner ,Industrial,Water,In Stock,United States,GA,,404-787-2363,,,,hgatlanta@gmail.com,ATLANTATRUCKEQUIPMENT.COM,HOSCHTON,,,
94316,Caterpillar,3126,BEJ11132,6,Inline,309 Kw / 414 HP,@ 2500 RPM,$6000,,Runner ,Industrial,Water,In Stock,United States,OK,Robert McQuary,9183679326,,,9183679305,robby@rmfleetservice.com,www.rmfleetservice.com,Bristow,,,
94317,Caterpillar,3126,BEJ12514,6,Inline,290 Kw / 388 HP,@ 2500 RPM,$6000,,Runner ,Industrial,Water,In Stock,United States,OK,Robert McQuary,9183679326,,,9183679305,robby@rmfleetservice.com,www.rmfleetservice.com,Bristow,,,
94256,Caterpillar,C7 Acert 250HP (WAX),WAX73464,6,Inline,0 Kw / 0 HP,@ 0 RPM,7000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94258,Caterpillar,C7 Acert 250HP (KAL),KAL 68277,6,Inline,0 Kw / 0 HP,@ 0 RPM,7000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94265,Isuzu,4HE1XS,860963,4,Inline,0 Kw / 0 HP,@ 0 RPM,5000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94267,Cummins,ISX-400 (EGR-MODEL),79110885,6,Inline,0 Kw / 0 HP,@ 0 RPM,8500,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94272,Mercedes,OM906LA (EGR-MODEL),906480949,6,Inline,0 Kw / 0 HP,@ 0 RPM,8000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
93583,Caterpillar,3116,9GK46053,6,Inline,0 Kw / 0 HP,@ 0 RPM,3995,,Runner ,On-Highway,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93588,Caterpillar,3116,9GK47058,6,Inline,0 Kw / 0 HP,@ 0 RPM,3795,,Runner ,On-Highway,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93590,Caterpillar,3116,7HJ08907,6,Inline,0 Kw / 0 HP,@ 0 RPM,3795,,Runner ,On-Highway,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93598,Caterpillar,3508,2GR01211,6,Inline,0 Kw / 0 HP,@ 0 RPM,29995,,Runner ,Industrial,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93604,Caterpillar,3126E,8YL. 7AS.,6,Inline,0 Kw / 0 HP,@ 0 RPM,11995,,New Engine ,Industrial,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93615,Caterpillar,3306DI,08Z,6,Inline,0 Kw / 0 HP,@ 0 RPM,7995,,Runner ,Industrial,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93698,Cummins,6CT8.3,45633069,6,Inline,0 Kw / 0 HP,@ 0 RPM,3995,,Runner ,On-Highway,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93704,Cummins,6CT8.3,45493245,6,Inline,0 Kw / 0 HP,@ 0 RPM,3995,,Runner ,On-Highway,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93716,Cummins,B4.5,CALL,4,Inline,0 Kw / 0 HP,@ 0 RPM,11995,,Reconditioned ,Industrial,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93726,Cummins,ISL,46681623,6,Inline,0 Kw / 0 HP,@ 0 RPM,26595,,Reconditioned ,Industrial,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93755,Cummins,M11 CELECT,34740441,4,Inline,0 Kw / 0 HP,@ 0 RPM,6995,,Runner ,On-Highway,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93782,Cummins,QSB6.7,46705939,6,Inline,0 Kw / 0 HP,@ 0 RPM,12995,,Reconditioned ,Industrial,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93788,Cummins,QSB6.7,21009,6,Inline,0 Kw / 0 HP,@ 0 RPM,12995,,Reconditioned ,Industrial,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93791,Cummins,QSC,DR6360X,6,Inline,0 Kw / 0 HP,@ 0 RPM,24995,,Reconditioned ,Industrial,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93848,International,DT 466E,2035922,6,Inline,0 Kw / 0 HP,@ 0 RPM,7995,,Runner ,On-Highway,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93858,International,DT 466,469GM2U92407,6,Inline,0 Kw / 0 HP,@ 0 RPM,7495,,Runner ,On-Highway,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93866,Isuzu,4HK1TC,538290,4,Inline,0 Kw / 0 HP,@ 0 RPM,6995,,Runner ,On-Highway,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93868,Isuzu,4HK1TC,IS3611,4,Inline,0 Kw / 0 HP,@ 0 RPM,9500,,Runner ,On-Highway,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93870,Isuzu,6HE1,860886,6,Inline,0 Kw / 0 HP,@ 0 RPM,6995,,Runner ,On-Highway,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93883,Komatsu,SA6D107E,30913801,6,Inline,0 Kw / 0 HP,@ 0 RPM,8995,,Runner ,Industrial,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93889,Kubota,V2607,TBD,6,Inline,0 Kw / 0 HP,@ 0 RPM,9350,,New Engine ,Industrial,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93916,Mercedes,OM906,MANY,6,Inline,0 Kw / 0 HP,@ 0 RPM,12995,,New Engine ,Industrial,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93933,Yanmar,3TNM72-AFS,VS,4,Inline,0 Kw / 0 HP,@ 0 RPM,7295,,New Engine ,Industrial,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93947,Yanmar,4TNV98-ZGGE,65854,4,Inline,0 Kw / 0 HP,@ 0 RPM,8995,,New Engine ,Industrial,Water,In Stock,United States,IL,Howard Gossage,312-368-7997,888-457-7847,,312-368-9419,dieselenginetrader@dieselsales.com,www.dieselsales.com,55 W Wacker Drive. Chicago. 60601,,,
93950,Mack,AI-400,BRE6683,6,Inline,0 Kw / 0 HP,@ 0 RPM,6000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
93952,Caterpillar,C15 (TWIN TURBO),MXS37268,6,Inline,0 Kw / 0 HP,@ 0 RPM,8500,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
93954,Caterpillar,C15 (TWIN TURBO),NXS26296,6,Inline,0 Kw / 0 HP,@ 0 RPM,8500,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
93970,International,DT466E (EGR-MODEL),6NVXH0466AEA,6,Inline,0 Kw / 0 HP,@ 0 RPM,8000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
93977,Caterpillar,3406B,7FB75421,6,Inline,0 Kw / 0 HP,@ 0 RPM,5000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
93979,Cummins,ISX-400 (EGR DPF),79389863,6,Inline,0 Kw / 0 HP,@ 0 RPM,15000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
93985,Mack,E7-350 (ETEC),1M0801,6,Inline,0 Kw / 0 HP,@ 0 RPM,4750,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
93989,Cummins,ISC8.3 260 (EGRDPFDEF),73344778,6,Inline,0 Kw / 0 HP,@ 0 RPM,9000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94005,Cummins,ISC8.3 240,73045971,6,Inline,0 Kw / 0 HP,@ 0 RPM,9000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94015,Cummins,N14 CELECT PLUS (REDTOP),11944782,6,Inline,0 Kw / 0 HP,@ 0 RPM,7000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94019,Cummins,N14 CELECT PLUS (REDTOP),11981973,6,Inline,0 Kw / 0 HP,@ 0 RPM,7000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94033,International,MAXXFORCE 7 (A215),8NVXH0390AGA,8,V,0 Kw / 0 HP,@ 0 RPM,9000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94037,Caterpillar,3116,2BK44309,6,Inline,0 Kw / 0 HP,@ 0 RPM,5000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94043,Cummins,ISX-400ST (EGR DPF),79278996,6,Inline,0 Kw / 0 HP,@ 0 RPM,13000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94070,Detroit,6V92TT Model: 8067-7717,6VF-007171,6,V,0 Kw / 0 HP,@ 0 RPM,US$ 8900.00 outright,,Reconditioned ,Industrial,Water,In Stock,United States,MO,Karl Serving the Midwest over 40 years!,314-367-2888,M-F 8am-5pm CST,(314) 346-816six,314-367-7888,kraftserviceco@gmail.com,,4545 Olive Street. St. Louis,RC Arrangement,,Call...Karl (314) 367-2888
94073,Detroit,6V-53N / 5067-5000,6D-16632,6,V,0 Kw / 0 HP,@ 0 RPM,US $ 975.00 outright,,Repairable ,On-Highway,Water,In Stock,United States,MO,Karl Serving the Midwest over 40 years!,314-367-2888,M-F 8am-5pm CST,(314) 346-816six,314-367-7888,kraftserviceco@gmail.com,,4545 Olive Street. St. Louis,Truck Fan to F/W Automotive,,Call...Karl (314) 367-2888
94075,Detroit,6V53N / 5063-5000,6D-257755*,6,V,0 Kw / 0 HP,@ 0 RPM,US $ 750.00 outright,,Repairable ,Industrial,Water,In Stock,United States,MO,Karl Serving the Midwest over 40 years!,314-367-2888,M-F 8am-5pm CST,(314) 346-816six,314-367-7888,kraftserviceco@gmail.com,,4545 Olive Street. St. Louis,less oil pan & cyl. heads,,Call...Karl (314) 367-2888
94077,Caterpillar,3208,Non-Turbo,8,Inline,0 Kw / 0 HP,@ 0 RPM,US 550.00 each,,Repairable ,On-Highway,Water,In Stock,United States,MO,Karl Serving the Midwest over 40 years!,314-367-2888,M-F 8am-5pm CST,(314) 346-816six,314-367-7888,kraftserviceco@gmail.com,,4545 Olive Street. St. Louis,dismantled & cleaned all but heads,,Call...Karl (314) 367-2888
94079,Chevrolet,6.5L GMC Diesel,s# 6YBD7 29,6,V,0 Kw / 0 HP,@ 0 RPM,US 650.00 each,,Repairable ,On-Highway,Water,In Stock,United States,MO,Karl Serving the Midwest over 40 years!,314-367-2888,M-F 8am-5pm CST,(314) 346-816six,314-367-7888,kraftserviceco@gmail.com,,4545 Olive Street. St. Louis,Completely dismantled & cleaned,,Call...Karl (314) 367-2888
94081,Caterpillar,3406B (425HP) JAKES,3ZJ01526,6,Inline,0 Kw / 0 HP,@ 0 RPM,5000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94089,Cummins,N14-350P (MECHANICAL PUMP,11635832,6,Inline,0 Kw / 0 HP,@ 0 RPM,5500,,Runner ,On-Highway,Water,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94091,Mack,E7-350 (MANUAL PUMP),5S0565,6,Inline,0 Kw / 0 HP,@ 0 RPM,6000,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94094,Caterpillar,C13 (ACERT),KCB37667,6,Inline,0 Kw / 0 HP,@ 0 RPM,10500,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94097,Mack,E7-350 (ETEC),1S2336,6,Inline,0 Kw / 0 HP,@ 0 RPM,4750,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94101,Mack,E7-350 (ETEC),1O0826,6,Inline,0 Kw / 0 HP,@ 0 RPM,4750,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94103,Caterpillar,3126,CKM12978,6,Inline,0 Kw / 0 HP,@ 0 RPM,3650,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
94105,Caterpillar,3126,CKM13273,6,Inline,0 Kw / 0 HP,@ 0 RPM,3650,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,ONHIGHWAY,,
